,Unnamed: 0,index,image_name,color,pixel_count,number_of_colors,first_color,percent_1,second_color,percent_2,third_color,percent_3,fourth_color,percent_4,fifth_color,percent_5
40,40,119,42,"[((255, 255, 255), 376668), ((164, 164, 164), 25802), ((0, 200, 144), 9616), ((242, 170, 204), 4614), ((80, 80, 80), 2570), ((0, 180, 224), 1775), ((255, 0, 120), 1633), ((222, 166, 106), 1545), ((255, 120, 209), 1076), ((180, 134, 218), 761), ((111, 0, 183), 618), ((156, 230, 204), 82), ((3, 3, 3), 69), ((247, 0, 203), 32), ((178, 60, 109), 10), ((0, 145, 236), 6), ((68, 139, 113), 5), ((228, 124, 17), 5), ((102, 31, 129), 3), ((0, 129, 40), 2)]",426892,20.0,"(255, 255, 255)",88.23496340994912,"(164, 164, 164)",0.0604415168239273,"(0, 200, 144)",0.0225256036655641,"(242, 170, 204)",0.0108083543378653,"(80, 80, 80)",0.0060202580512167
41,41,120,43,"[((16, 16, 16), 592244), ((145, 127, 91), 52731), ((0, 98, 0), 48404), ((84, 34, 23), 44026), ((161, 0, 0), 31181), ((0, 158, 0), 20477), ((255, 0, 0), 16667), ((38, 65, 29), 9181), ((249, 255, 0), 7161), ((0, 255, 0), 5664), ((255, 143, 0), 4661), ((112, 110, 0), 4396), ((255, 202, 0), 1054), ((136, 71, 0), 631), ((142, 226, 0), 287), ((169, 180, 0), 31)]",838796,16.0,"(16, 16, 16)",70.60644066018436,"(145, 127, 91)",0.0628651066528691,"(0, 98, 0)",0.0577065222056376,"(84, 34, 23)",0.0524871363239691,"(161, 0, 0)",0.0371735201407732
42,42,150,44,"[((255, 255, 255), 18247039), ((65, 182, 196), 2929454), ((215, 48, 31), 2255079), ((34, 94, 168), 1774521), ((0, 0, 0), 1635640), ((252, 141, 89), 693819), ((183, 214, 165), 403614), ((106, 106, 106), 44188), ((253, 195, 168), 646)]",27984000,9.0,"(255, 255, 255)",65.20525657518583,"(65, 182, 196)",0.1046831761006289,"(215, 48, 31)",0.0805845840480274,"(34, 94, 168)",0.0634119854202401,"(0, 0, 0)",0.0584491137793024
43,43,155,45,"[((0, 0, 0), 379460), ((0, 147, 245), 9350), ((255, 255, 255), 6909), ((96, 96, 96), 4996), ((151, 0, 0), 1088), ((19, 27, 88), 900), ((199, 164, 155), 341), ((152, 207, 252), 90), ((196, 94, 96), 46), ((81, 0, 0), 20)]",403200,10.0,"(0, 0, 0)",94.11210317460318,"(0, 147, 245)",0.0231894841269841,"(255, 255, 255)",0.0171354166666666,"(96, 96, 96)",0.012390873015873,"(151, 0, 0)",0.0026984126984126
44,44,167,46,"[((255, 255, 255), 551266), ((221, 157, 155), 9443), ((217, 201, 86), 7174), ((0, 0, 0), 4239), ((81, 81, 81), 1318), ((192, 185, 137), 157), ((106, 98, 43), 6)]",573603,7.0,"(255, 255, 255)",96.10584324001094,"(221, 157, 155)",0.016462605669775,"(217, 201, 86)",0.0125069080879981,"(0, 0, 0)",0.0073901287127159,"(81, 81, 81)",0.0022977564622221
45,45,166,47,"[((255, 255, 255), 1081183), ((0, 0, 0), 17756), ((0, 102, 182), 3448), ((0, 0, 128), 2942), ((144, 58, 0), 2620), ((128, 128, 128), 1910), ((255, 255, 182), 1705), ((255, 182, 102), 1636), ((0, 0, 58), 754), ((144, 219, 255), 701), ((102, 0, 102), 97), ((144, 219, 182), 29), ((58, 58, 0), 29), ((144, 144, 58), 11)]",1114821,14.0,"(255, 255, 255)",96.98265461450762,"(0, 0, 0)",0.0159272206031282,"(0, 102, 182)",0.0030928732056536,"(0, 0, 128)",0.002638988680694,"(144, 58, 0)",0.0023501530739015
46,46,12,48,"[((231, 231, 231), 5570888), ((79, 129, 189), 315024), ((143, 143, 143), 42250), ((0, 0, 0), 20595), ((158, 99, 22), 2115), ((80, 58, 127), 696), ((212, 171, 126), 409), ((112, 32, 68), 216), ((82, 60, 34), 121), ((49, 73, 92), 5), ((106, 19, 5), 1)]",5952320,11.0,"(231, 231, 231)",93.59187678081824,"(79, 129, 189)",0.0529245739476372,"(143, 143, 143)",0.0070980726842642,"(0, 0, 0)",0.0034599954303532,"(158, 99, 22)",0.000355323638514
47,47,13,49,"[((229, 229, 229), 3036206), ((20, 20, 20), 63460), ((34, 107, 170), 59972), ((37, 162, 78), 19007), ((122, 43, 157), 17843), ((118, 118, 118), 12892), ((162, 113, 184), 2617), ((135, 196, 155), 792), ((37, 82, 52), 173), ((74, 40, 89), 94)]",3213056,10.0,"(229, 229, 229)",94.49589425145408,"(20, 20, 20)",0.0197506672775077,"(34, 107, 170)",0.0186650964066608,"(37, 162, 78)",0.0059155520476456,"(122, 43, 157)",0.0055532801171221
48,48,152,50,"[((255, 255, 255), 595346), ((0, 0, 0), 38005), ((127, 127, 127), 15656), ((255, 108, 51), 10060), ((153, 65, 31), 7330), ((51, 255, 215), 3344), ((44, 36, 75), 2634), ((95, 51, 255), 2496), ((255, 51, 127), 2390), ((32, 161, 136), 2357), ((51, 255, 102), 2002), ((85, 48, 34), 1986), ((36, 71, 45), 1949), ((54, 33, 130), 1558), ((33, 169, 67), 1339), ((51, 177, 255), 978), ((157, 31, 78), 931), ((213, 51, 255), 359), ((255, 221, 51), 301), ((176, 255, 51), 299), ((146, 161, 32), 272), ((51, 234, 255), 220), ((150, 31, 141), 153), ((51, 121, 255), 144), ((97, 82, 0), 73), ((254, 157, 6), 23), ((32, 102, 146), 18), ((4, 91, 2), 14), ((244, 17, 197), 9), ((209, 0, 45), 4)]",692250,30.0,"(255, 255, 255)",86.00158902130734,"(0, 0, 0)",0.0549006861682918,"(127, 127, 127)",0.022616106897797,"(255, 108, 51)",0.0145323221379559,"(153, 65, 31)",0.0105886601661249
49,49,154,51,"[((255, 255, 255), 2557678), ((23, 55, 94), 161214), ((79, 98, 40), 33669), ((146, 146, 146), 24000), ((0, 176, 240), 23897), ((0, 176, 80), 19398), ((219, 132, 61), 13435), ((0, 0, 0), 10695), ((200, 8, 200), 8280), ((255, 0, 0), 5341), ((237, 193, 158), 2729), ((136, 86, 57), 2378), ((115, 21, 109), 1631), ((128, 215, 167), 528), ((227, 131, 227), 445), ((98, 0, 0), 377), ((0, 0, 99), 376), ((255, 128, 128), 289), ((104, 45, 68), 35), ((148, 128, 184), 22), ((27, 72, 65), 2)]",2866419,21.0,"(255, 255, 255)",89.22903455496213,"(23, 55, 94)",0.0562423009336736,"(79, 98, 40)",0.0117460148010461,"(146, 146, 146)",0.008372816395649,"(0, 176, 240)",0.0083368830586177
50,50,168,52,"[((231, 227, 231), 581948), ((140, 142, 140), 79478), ((49, 48, 49), 35123)]",696549,3.0,"(231, 227, 231)",83.54731684346687,"(140, 142, 140)",0.1141025254504708,"(49, 48, 49)",0.0504243061148605,0,0.0,0,0.0
51,51,165,53,"[((255, 255, 255), 2949839), ((148, 148, 148), 757243), ((10, 10, 10), 611118)]",4318200,3.0,"(255, 255, 255)",68.3117734241119,"(148, 148, 148)",0.1753607984808485,"(10, 10, 10)",0.1415214672780325,0,0.0,0,0.0
52,52,137,54,"[((255, 255, 255), 1386267), ((0, 0, 0), 27268), ((255, 237, 111), 9414), ((128, 177, 211), 6334), ((79, 91, 89), 3568), ((251, 128, 114), 2502), ((253, 180, 98), 2394), ((188, 128, 189), 1400), ((200, 193, 149), 853)]",1440000,9.0,"(255, 255, 255)",96.26854166666666,"(0, 0, 0)",0.0189361111111111,"(255, 237, 111)",0.0065375,"(128, 177, 211)",0.0043986111111111,"(79, 91, 89)",0.0024777777777777
53,53,133,55,"[((255, 255, 255), 3365440), ((107, 170, 255), 680550), ((146, 146, 146), 97086), ((0, 0, 0), 47672), ((213, 0, 0), 18805), ((225, 82, 88), 11838), ((228, 145, 156), 2597), ((52, 67, 93), 398), ((106, 21, 76), 160), ((255, 255, 190), 150), ((223, 156, 79), 146), ((108, 72, 52), 49), ((70, 25, 117), 41), ((21, 85, 162), 4)]",4224936,14.0,"(255, 255, 255)",79.65659124777275,"(107, 170, 255)",0.1610793630956776,"(146, 146, 146)",0.0229792829997898,"(0, 0, 0)",0.0112834845308899,"(213, 0, 0)",0.0044509549967147
54,54,118,56,"[((229, 229, 229), 4194604), ((40, 56, 75), 59431), ((129, 138, 149), 3725)]",4257760,3.0,"(229, 229, 229)",98.51668482958176,"(40, 56, 75)",0.0139582785314343,"(129, 138, 149)",0.0008748731727481,0,0.0,0,0.0
55,55,122,57,"[((255, 255, 255), 3996742), ((179, 100, 100), 396164), ((130, 0, 0), 270690), ((113, 113, 113), 13859), ((119, 176, 229), 1146), ((247, 197, 145), 894), ((93, 90, 145), 70)]",4679565,7.0,"(255, 255, 255)",85.40840868755963,"(179, 100, 100)",0.0846582962305257,"(130, 0, 0)",0.0578451202195075,"(113, 113, 113)",0.0029616000632537,"(119, 176, 229)",0.0002448945575069
56,56,27,58,"[((255, 255, 255), 1799990), ((9, 153, 153), 73515), ((254, 0, 0), 68372), ((159, 238, 0), 62715), ((165, 168, 157), 20280), ((228, 118, 121), 11081), ((129, 78, 78), 9985), ((255, 243, 169), 4882), ((32, 27, 27), 3871), ((96, 82, 133), 1913), ((247, 235, 91), 810), ((211, 107, 0), 729), ((76, 180, 104), 600), ((209, 41, 48), 237), ((182, 167, 216), 167), ((89, 80, 28), 36), ((4, 13, 61), 10), ((254, 178, 112), 7), ((194, 151, 1), 2), ((112, 9, 4), 2)]",2059204,20.0,"(255, 255, 255)",87.4119319892541,"(9, 153, 153)",0.0357006882271013,"(254, 0, 0)",0.0332031212060582,"(159, 238, 0)",0.0304559431702735,"(165, 168, 157)",0.009848465717821
57,57,22,59,"[((4, 7, 16), 1260431), ((49, 63, 27), 272515), ((51, 80, 110), 214943), ((254, 254, 254), 114171), ((141, 122, 56), 78316), ((225, 86, 89), 77070), ((249, 238, 176), 18620), ((142, 169, 196), 16763), ((82, 26, 35), 14486), ((155, 105, 132), 3056), ((207, 112, 44), 2451), ((228, 163, 133), 757), ((81, 136, 53), 13), ((241, 189, 88), 7), ((107, 140, 113), 1)]",2073600,15.0,"(4, 7, 16)",60.78467399691358,"(49, 63, 27)",0.131421199845679,"(51, 80, 110)",0.1036569251543209,"(254, 254, 254)",0.0550593171296296,"(141, 122, 56)",0.0377681327160493
58,58,10,60,"[((0, 0, 0), 1064247), ((61, 0, 0), 4613), ((123, 0, 0), 478), ((76, 76, 76), 283), ((255, 220, 229), 84), ((159, 89, 103), 74), ((116, 71, 30), 54), ((204, 0, 0), 27), ((166, 145, 121), 26), ((229, 115, 79), 23), ((182, 131, 41), 6), ((255, 220, 140), 5)]",1069920,12.0,"(0, 0, 0)",99.46977344100492,"(61, 0, 0)",0.0043115373112008,"(123, 0, 0)",0.0004467623747569,"(76, 76, 76)",0.0002645057574398,"(255, 220, 229)",7.851054284432481e-05
59,59,15,61,"[((207, 211, 212), 1451281), ((255, 178, 136), 168792), ((0, 175, 229), 168208), ((250, 117, 47), 163130), ((92, 71, 61), 37158), ((163, 93, 58), 5868), ((96, 130, 140), 683)]",1995120,7.0,"(207, 211, 212)",72.74153935602871,"(255, 178, 136)",0.0846024299290268,"(0, 175, 229)",0.0843097157063234,"(250, 117, 47)",0.0817645053931593,"(92, 71, 61)",0.0186244436424876
60,60,4,62,"[((255, 255, 255), 6368210), ((29, 169, 230), 1174306), ((231, 72, 13), 709834), ((0, 0, 0), 153393), ((137, 137, 137), 9020), ((237, 149, 138), 223), ((124, 34, 0), 14)]",8415000,7.0,"(255, 255, 255)",75.67688651218063,"(29, 169, 230)",0.1395491384432561,"(231, 72, 13)",0.0843534165181224,"(0, 0, 0)",0.0182285204991087,"(137, 137, 137)",0.0010718954248366
61,61,3,63,"[((250, 251, 255), 1367258), ((49, 58, 83), 51980), ((24, 84, 255), 6377), ((239, 68, 68), 5568), ((128, 160, 255), 3866), ((150, 155, 169), 2128), ((253, 230, 138), 1722), ((94, 234, 212), 983), ((235, 139, 109), 70), ((239, 133, 6), 31), ((137, 18, 27), 15), ((245, 193, 37), 2)]",1440000,12.0,"(250, 251, 255)",94.94847222222222,"(49, 58, 83)",0.0360972222222222,"(24, 84, 255)",0.0044284722222222,"(239, 68, 68)",0.0038666666666666,"(128, 160, 255)",0.0026847222222222
62,62,26,64,"[((255, 255, 255), 884956), ((14, 161, 203), 97678), ((24, 24, 24), 57554), ((136, 136, 136), 11720)]",1051908,4.0,"(255, 255, 255)",84.1286500340334,"(14, 161, 203)",0.0928579305414541,"(24, 24, 24)",0.054713910341969,"(136, 136, 136)",0.0111416587762427,0,0.0
63,63,23,65,"[((198, 198, 198), 1142538), ((112, 112, 112), 15178), ((38, 38, 38), 44)]",1157760,3.0,"(198, 198, 198)",98.68521973466004,"(112, 112, 112)",0.0131097982310668,"(38, 38, 38)",3.800442233278054e-05,0,0.0,0,0.0
64,64,36,66,"[((0, 0, 0), 470410), ((0, 85, 139), 93784), ((3, 14, 58), 20510), ((170, 179, 101), 11506), ((252, 0, 0), 10609), ((0, 127, 142), 10392), ((206, 110, 0), 9485), ((0, 203, 173), 4275), ((15, 46, 6), 1403), ((148, 145, 126), 720), ((125, 215, 106), 682), ((198, 137, 88), 210), ((29, 0, 96), 195), ((102, 72, 88), 85), ((255, 83, 84), 79), ((162, 60, 57), 21), ((57, 131, 78), 19), ((181, 165, 0), 17), ((90, 96, 10), 1)]",634403,19.0,"(0, 0, 0)",74.15002766380361,"(0, 85, 139)",0.147830322366067,"(3, 14, 58)",0.0323296075207715,"(170, 179, 101)",0.0181367364277911,"(252, 0, 0)",0.0167228086878529
65,65,37,67,"[((35, 30, 71), 419480), ((211, 11, 11), 260258), ((247, 142, 35), 24522), ((255, 197, 0), 19809), ((64, 180, 0), 17178), ((207, 226, 243), 14232), ((70, 189, 198), 11552), ((32, 52, 173), 11335), ((125, 0, 255), 3908), ((128, 126, 144), 2039), ((132, 17, 40), 1255), ((109, 108, 17), 473), ((86, 55, 26), 226), ((234, 100, 107), 131), ((163, 68, 7), 61), ((32, 53, 54), 21)]",786480,16.0,"(35, 30, 71)",53.33638490489269,"(211, 11, 11)",0.330914962872546,"(247, 142, 35)",0.0311794324076899,"(255, 197, 0)",0.0251869087580103,"(64, 180, 0)",0.0218416234360695
66,66,136,68,"[((255, 255, 255), 197078), ((13, 87, 158), 20086), ((115, 157, 198), 12399), ((255, 163, 161), 11374), ((245, 0, 0), 4182), ((0, 0, 0), 1344), ((79, 79, 79), 486), ((254, 94, 90), 133), ((101, 0, 0), 26)]",247108,9.0,"(255, 255, 255)",79.75379186428606,"(13, 87, 158)",0.0812842967447431,"(115, 157, 198)",0.0501764410703012,"(255, 163, 161)",0.0460284571928063,"(245, 0, 0)",0.016923774220179
67,67,135,69,"[((0, 0, 0), 755142), ((60, 0, 0), 18898), ((121, 0, 0), 7486), ((255, 134, 0), 3185), ((197, 0, 0), 2778), ((103, 77, 83), 2461), ((254, 255, 223), 2376), ((255, 224, 115), 2143), ((170, 120, 83), 1639), ((250, 119, 104), 10), ((177, 125, 0), 8), ((66, 59, 0), 6), ((230, 181, 185), 3), ((152, 170, 116), 1)]",796136,14.0,"(0, 0, 0)",94.85087974918858,"(60, 0, 0)",0.0237371504366088,"(121, 0, 0)",0.009402916084689,"(255, 134, 0)",0.004000572766462,"(197, 0, 0)",0.0034893535777806
68,68,25,70,"[((242, 239, 232), 367186), ((102, 102, 102), 64996), ((255, 0, 123), 21440), ((100, 208, 121), 5296), ((194, 170, 215), 4280), ((145, 69, 108), 2639), ((0, 0, 0), 1201), ((48, 103, 182), 995), ((255, 192, 122), 878), ((203, 85, 0), 570), ((118, 63, 156), 518), ((104, 156, 113), 491), ((251, 119, 178), 382), ((21, 158, 196), 287), ((252, 255, 138), 268), ((189, 121, 104), 122), ((0, 100, 255), 49), ((228, 5, 54), 2)]",471600,18.0,"(242, 239, 232)",77.85962680237489,"(102, 102, 102)",0.1378201865988125,"(255, 0, 123)",0.045462256149279,"(100, 208, 121)",0.0112298558100084,"(194, 170, 215)",0.0090754877014419
69,69,24,71,"[((255, 255, 255), 153705), ((54, 165, 0), 7108), ((116, 200, 255), 6099), ((137, 0, 22), 5133), ((0, 63, 139), 4370), ((44, 67, 0), 3828), ((255, 215, 0), 3066), ((255, 27, 0), 2584), ((255, 222, 131), 1250), ((192, 100, 0), 675), ((0, 0, 0), 636), ((161, 211, 135), 268), ((200, 122, 143), 229), ((15, 0, 107), 214), ((65, 0, 60), 110), ((173, 221, 0), 96), ((108, 57, 0), 95), ((255, 155, 124), 90), ((115, 148, 129), 44), ((142, 148, 39), 1)]",189601,20.0,"(255, 255, 255)",81.06761040289871,"(54, 165, 0)",0.0374892537486616,"(116, 200, 255)",0.0321675518589037,"(137, 0, 22)",0.0270726420219302,"(0, 63, 139)",0.0230484016434512
70,70,35,72,"[((232, 225, 213), 4564521), ((92, 147, 180), 192455), ((0, 0, 0), 110267), ((219, 151, 120), 72914), ((184, 130, 160), 15814), ((128, 143, 62), 13883), ((87, 86, 88), 9300), ((253, 196, 0), 6556), ((209, 0, 25), 1699), ((3, 166, 159), 747), ((255, 225, 148), 144)]",4988300,11.0,"(232, 225, 213)",91.50454062506265,"(92, 147, 180)",0.0385812801956578,"(0, 0, 0)",0.0221051259948278,"(219, 151, 120)",0.0146170037888659,"(184, 130, 160)",0.0031702183108473
71,71,38,73,"[((255, 255, 255), 348695), ((248, 118, 109), 73148), ((0, 191, 196), 69135), ((255, 228, 171), 2647), ((110, 77, 142), 2502), ((0, 0, 0), 1718), ((102, 182, 255), 1016), ((58, 0, 102), 954), ((77, 77, 77), 887), ((200, 142, 77), 714), ((102, 0, 0), 693), ((102, 0, 58), 61), ((58, 58, 0), 19), ((171, 110, 110), 18), ((144, 182, 144), 15), ((0, 0, 53), 6), ((0, 102, 144), 4)]",502232,17.0,"(255, 255, 255)",69.42906863760174,"(248, 118, 109)",0.1456458369837047,"(0, 191, 196)",0.1376555058220105,"(255, 228, 171)",0.0052704726102677,"(110, 77, 142)",0.0049817614170343
72,72,11,74,"[((240, 240, 240), 2303146), ((119, 171, 67), 137751), ((60, 60, 60), 111514), ((255, 39, 0), 47354), ((0, 143, 213), 30716), ((139, 139, 139), 9519)]",2640000,6.0,"(240, 240, 240)",87.2403787878788,"(119, 171, 67)",0.052178409090909,"(60, 60, 60)",0.0422401515151515,"(255, 39, 0)",0.0179371212121212,"(0, 143, 213)",0.0116348484848484
73,73,14,75,"[((51, 51, 51), 38383403), ((249, 249, 249), 1693998), ((0, 172, 171), 1423431), ((139, 79, 174), 998859), ((240, 208, 0), 835662), ((157, 236, 175), 707431), ((175, 137, 7), 255445), ((212, 174, 216), 83221), ((91, 90, 41), 39891), ((138, 138, 138), 19335), ((255, 254, 163), 8145), ((184, 168, 114), 66), ((110, 80, 120), 2)]",44448889,13.0,"(51, 51, 51)",86.35402113200175,"(249, 249, 249)",0.0381111437903431,"(0, 172, 171)",0.0320239950204379,"(139, 79, 174)",0.0224720802357962,"(240, 208, 0)",0.0188005149015085
74,74,5,76,"[((255, 255, 255), 257696), ((255, 204, 0), 14158), ((0, 187, 69), 10308), ((65, 65, 65), 4437), ((0, 173, 236), 4301), ((234, 215, 139), 1785), ((197, 159, 142), 935), ((126, 72, 168), 704), ((143, 228, 180), 694), ((188, 119, 60), 486), ((114, 116, 158), 258), ((91, 7, 23), 120), ((29, 0, 63), 83), ((255, 0, 0), 49), ((178, 201, 0), 27), ((249, 110, 97), 27), ((42, 207, 218), 2)]",296070,17.0,"(255, 255, 255)",87.03887594150032,"(255, 204, 0)",0.0478197723511331,"(0, 187, 69)",0.0348160907893403,"(65, 65, 65)",0.0149863208025129,"(0, 173, 236)",0.0145269699733171
75,75,2,77,"[((255, 241, 229), 2400209), ((251, 251, 123), 67427), ((139, 182, 204), 55065), ((0, 0, 0), 23850), ((203, 139, 139), 23433), ((0, 51, 102), 7414), ((102, 96, 92), 5585), ((236, 168, 102), 4081), ((143, 51, 51), 3151), ((128, 128, 0), 1411), ((0, 0, 81), 1097), ((255, 0, 0), 942), ((164, 84, 0), 568), ((157, 176, 115), 445), ((0, 129, 196), 338), ((242, 85, 85), 153), ((63, 59, 4), 56), ((130, 64, 113), 11), ((24, 119, 90), 8), ((255, 128, 0), 6)]",2595250,20.0,"(255, 241, 229)",92.48469318948078,"(251, 251, 123)",0.0259809266929968,"(139, 182, 204)",0.0212176090935362,"(0, 0, 0)",0.0091898661015316,"(203, 139, 139)",0.0090291879395048
76,76,149,78,"[((255, 255, 255), 7698732), ((0, 0, 0), 201883), ((89, 89, 89), 119184), ((244, 117, 12), 84593), ((112, 173, 71), 76063), ((255, 0, 0), 72878), ((44, 83, 150), 18957), ((255, 213, 2), 13509), ((255, 118, 118), 12802), ((255, 181, 181), 11718), ((55, 179, 233), 5539), ((68, 1, 1), 4854), ((181, 212, 160), 2200), ((248, 167, 100), 1624), ((145, 9, 17), 795), ((68, 57, 1), 354), ((255, 235, 126), 100), ((154, 91, 65), 28), ((156, 147, 14), 27), ((22, 84, 51), 20), ((30, 208, 73), 17), ((3, 35, 138), 12), ((0, 142, 255), 5), ((94, 159, 154), 3), ((168, 97, 131), 2), ((206, 237, 59), 1)]",8325900,26.0,"(255, 255, 255)",92.46726480020178,"(0, 0, 0)",0.0242475888492535,"(89, 89, 89)",0.0143148488451698,"(244, 117, 12)",0.0101602229188436,"(112, 173, 71)",0.0091357090524748
77,77,156,79,"[((0, 0, 0), 858407), ((101, 200, 105), 121332), ((83, 83, 83), 86051), ((131, 68, 122), 85634), ((254, 254, 254), 63771), ((0, 51, 0), 9771), ((188, 213, 0), 2653), ((164, 164, 164), 1992), ((0, 108, 10), 1223), ((87, 133, 90), 928), ((47, 3, 43), 903), ((181, 227, 176), 495), ((149, 89, 214), 475), ((121, 139, 0), 91), ((54, 2, 98), 34)]",1233760,15.0,"(0, 0, 0)",69.57649786019971,"(101, 200, 105)",0.0983432758397095,"(83, 83, 83)",0.0697469524056542,"(131, 68, 122)",0.0694089612242251,"(254, 254, 254)",0.0516883348463234
78,78,125,80,"[((102, 102, 102), 973065), ((244, 209, 102), 567516), ((183, 29, 62), 135311), ((255, 244, 211), 124083), ((243, 124, 75), 69441), ((0, 0, 0), 20785), ((120, 56, 12), 11169), ((168, 156, 108), 5574), ((0, 147, 218), 1258), ((243, 138, 152), 415), ((73, 152, 135), 285), ((75, 11, 25), 250), ((4, 66, 108), 201), ((62, 87, 37), 77), ((155, 181, 206), 9), ((0, 0, 59), 1)]",1909440,16.0,"(102, 102, 102)",50.960752890899954,"(244, 209, 102)",0.2972159376571141,"(183, 29, 62)",0.0708642324451147,"(255, 244, 211)",0.0649839743589743,"(243, 124, 75)",0.0363672071392659
79,79,114,81,"[((255, 255, 255), 159200)]",159200,1.0,"(255, 255, 255)",100.0,0,0.0,0,0.0,0,0.0,0,0.0
80,80,127,82,"[((16, 0, 152), 52972412), ((153, 0, 172), 1459245), ((211, 0, 147), 127631), ((253, 0, 115), 59457), ((255, 61, 70), 12480), ((255, 132, 60), 2760), ((255, 193, 38), 271), ((244, 255, 26), 16)]",54634272,8.0,"(16, 0, 152)",96.95820967468916,"(153, 0, 172)",0.0267093336578183,"(211, 0, 147)",0.0023360977519751,"(253, 0, 115)",0.0010882729434008,"(255, 61, 70)",0.000228428046044
81,81,144,83,"[((254, 241, 229), 3132323), ((47, 72, 96), 626428), ((217, 119, 108), 172948), ((0, 0, 0), 62950), ((137, 130, 124), 5220), ((106, 58, 53), 131)]",4000000,6.0,"(254, 241, 229)",78.308075,"(47, 72, 96)",0.156607,"(217, 119, 108)",0.043237,"(0, 0, 0)",0.0157375,"(137, 130, 124)",0.001305
82,82,164,84,"[((255, 255, 255), 791737), ((0, 0, 0), 10474), ((127, 127, 127), 7902), ((158, 1, 66), 1838), ((248, 142, 83), 1780), ((137, 207, 165), 1133), ((94, 79, 162), 625), ((226, 221, 96), 377), ((199, 110, 147), 95), ((251, 192, 159), 39)]",816000,10.0,"(255, 255, 255)",97.0265931372549,"(0, 0, 0)",0.0128357843137254,"(127, 127, 127)",0.0096838235294117,"(158, 1, 66)",0.0022524509803921,"(248, 142, 83)",0.0021813725490196
83,83,169,85,"[((255, 255, 255), 11674339), ((35, 137, 215), 4829497), ((152, 187, 224), 10235), ((0, 0, 0), 195), ((86, 80, 81), 174)]",16514440,5.0,"(255, 255, 255)",70.69170374532833,"(35, 137, 215)",0.2924408578189754,"(152, 187, 224)",0.0006197606458347,"(0, 0, 0)",1.1807848161972188e-05,"(86, 80, 81)",1.0536233744529033e-05
84,84,158,86,"[((0, 0, 0), 966369), ((21, 19, 100), 92765), ((53, 136, 242), 37425), ((119, 119, 119), 32639), ((255, 233, 0), 28277), ((144, 133, 0), 24168), ((255, 255, 255), 22693), ((27, 52, 188), 15012), ((41, 94, 28), 7912), ((164, 192, 244), 3734), ((74, 59, 0), 2513), ((39, 81, 138), 1836), ((96, 197, 0), 1565), ((233, 227, 124), 1388), ((153, 164, 112), 104)]",1238400,15.0,"(0, 0, 0)",78.03367248062015,"(21, 19, 100)",0.074907138242894,"(53, 136, 242)",0.0302204457364341,"(119, 119, 119)",0.0263557816537467,"(255, 233, 0)",0.0228334948320413
85,85,147,87,"[((255, 255, 255), 157580), ((255, 139, 0), 40273), ((70, 118, 171), 26439), ((51, 51, 51), 9576), ((255, 202, 149), 3388), ((136, 136, 136), 2801), ((99, 54, 0), 35)]",240092,7.0,"(255, 255, 255)",65.63317394998583,"(255, 139, 0)",0.1677398663845526,"(70, 118, 171)",0.1101202872232311,"(51, 51, 51)",0.0398847108608366,"(255, 202, 149)",0.0141112573513486
86,86,0,88,"[((255, 255, 255), 237715), ((208, 168, 188), 16047), ((119, 0, 72), 6724), ((251, 215, 81), 371), ((13, 13, 13), 127), ((171, 91, 68), 27), ((88, 88, 88), 18), ((253, 236, 168), 3)]",261032,8.0,"(255, 255, 255)",91.06737871218854,"(208, 168, 188)",0.0614752214287903,"(119, 0, 72)",0.0257592938796775,"(251, 215, 81)",0.0014212816819393,"(13, 13, 13)",0.0004865303870789
87,87,7,89,"[((255, 255, 255), 282816), ((45, 127, 170), 23125), ((51, 51, 51), 7358), ((134, 134, 134), 1281)]",314580,4.0,"(255, 255, 255)",89.90272744611863,"(45, 127, 170)",0.0735107126962934,"(51, 51, 51)",0.0233899167143492,"(134, 134, 134)",0.0040720961281708,0,0.0
88,88,163,90,"[((255, 255, 255), 2935432), ((0, 0, 0), 139189), ((137, 141, 144), 122109), ((255, 168, 0), 110240), ((0, 163, 104), 64618), ((156, 105, 38), 57895), ((190, 0, 57), 56960), ((36, 80, 164), 38853), ((255, 69, 0), 36685), ((180, 74, 192), 28909), ((73, 58, 193), 18700), ((255, 153, 170), 17089), ((126, 237, 86), 14760), ((81, 233, 244), 13908), ((255, 248, 184), 12791), ((148, 179, 255), 8750), ((222, 16, 127), 7527), ((0, 111, 100), 609), ((93, 0, 1), 598), ((170, 95, 148), 359), ((255, 227, 41), 186), ((255, 120, 88), 154), ((255, 186, 117), 50), ((80, 59, 32), 28), ((162, 240, 154), 1)]",3686400,25.0,"(255, 255, 255)",79.62868923611111,"(0, 0, 0)",0.0377574327256944,"(137, 141, 144)",0.0331241861979166,"(255, 168, 0)",0.0299045138888888,"(0, 163, 104)",0.0175287543402777
89,89,170,91,"[((0, 0, 0), 6960), ((255, 255, 255), 551), ((161, 161, 161), 271), ((77, 77, 77), 18)]",7800,4.0,"(0, 0, 0)",89.23076923076924,"(255, 255, 255)",0.0706410256410256,"(161, 161, 161)",0.0347435897435897,"(77, 77, 77)",0.0023076923076923,0,0.0
